Period,Demand,PV_Z1,PV_Z2,PV_Z3,PV_Z4,PV_Z5,PV_Z6,PV_Z7,PV_Z8,PV_Z9,W_On_Z1,W_On_Z2,W_On_Z3,W_On_Z4,W_On_Z5,W_On_Z6,W_On_Z7,W_On_Z8,W_On_Z9,W_Off_Z1,W_Off_Z2,W_Off_Z3,W_Off_Z4,W_Off_Z5,W_Off_Z6,W_Off_Z7,W_Off_Z8,W_Off_Z9,Z1_wave,Z2_wave,Z3_wave,Z8_wave,Z9_wave,Z1_tidal,Z3_tidal,Z5_tidal,Z7_tidal,Z9_tidal,DSR_min,DSR_max
3238,34570.84,0,0,0,0,0,0,0,0,0,0.3627,0.2478,0.0873,0.1227,0.0885,0.2538,0.2274,0.1269,0.2589,0.5268,0.4881,0.3663,0.3762,0.3399,0.1149,0.3066,0.4878,0.4302,0.201977838,0.445067672,0.309469331,0.505728601,0.715611275,0.068278774,0.8619,0.479935556,0.950118056,0.668688056,-0.931690929,0.931690929
3239,32626.81,0,0,0,0,0,0,0,0,0,0.3642,0.2334,0.0984,0.117,0.1182,0.2382,0.2097,0.1296,0.2712,0.5235,0.4497,0.3663,0.3501,0.3399,0.1134,0.3039,0.5157,0.4284,0.200116044,0.43956183,0.308422467,0.487528143,0.715443654,0.540839498,1,0.909377778,0.981284722,0.940988889,-0.931690929,0.931690929
3240,30857.66,0,0,0,0,0,0,0,0,0,0.3636,0.2133,0.1026,0.1122,0.1281,0.2205,0.1968,0.1407,0.2874,0.513,0.4146,0.3654,0.3285,0.3477,0.1101,0.2988,0.528,0.4212,0.196788814,0.434507335,0.307811671,0.474812631,0.711990137,0.934476699,0.929962441,0.814216667,0.56926875,0.74092,-0.931690929,0.931690929
3241,29770.54,0,0,0,0,0,0,0,0,0,0.3609,0.1965,0.1026,0.117,0.1287,0.2007,0.1833,0.1617,0.2976,0.5034,0.3879,0.3573,0.3132,0.3576,0.1047,0.30075,0.528,0.396,0.193055792,0.429209821,0.307097683,0.468633428,0.70517206,0.870896764,0.458798005,0.416252222,0.156944444,0.409629722,-0.931690929,0.931690929
3242,29261.41,0,0,0,0,0,0,0,0,0,0.3597,0.1917,0.1044,0.12,0.129,0.1839,0.1605,0.1668,0.3087,0.4977,0.3708,0.3456,0.3051,0.3534,0.0987,0.29985,0.5142,0.378,0.18963136,0.423587011,0.307058006,0.464647954,0.69735926,0.574236278,0.073004289,0.088343667,0.008422519,0.102712314,-0.931690929,0.931690929
3243,29158.57,0,0,0,0,0,0,0,0,0,0.3615,0.18,0.1092,0.123,0.1278,0.1635,0.141,0.1641,0.3213,0.4959,0.3705,0.3231,0.2979,0.3417,0.0969,0.2952,0.4827,0.3546,0.186798918,0.417674505,0.30801058,0.462975984,0.697197852,0.116820273,0.03508282,0.075190889,0.072790417,0.079656389,-0.931690929,0.931690929
3244,29666.57,0,0,0,0,0,0,0,0,0,0.3597,0.1641,0.1155,0.1359,0.1248,0.1434,0.1215,0.1431,0.3192,0.4836,0.36,0.288,0.2835,0.3189,0.1032,0.2886,0.4416,0.3222,0.183752122,0.411301996,0.309030017,0.459565358,0.685638274,0.106009919,0.372492617,0.493447778,0.566709722,0.533939139,-0.931690929,0.931690929
3245,31428.17,0.0055,0.008,0,0.005333333,0,0.004,0.0015,0.005333333,0.002,0.3534,0.1584,0.1281,0.1389,0.1206,0.1308,0.1122,0.1254,0.3195,0.4686,0.3495,0.2502,0.2691,0.3057,0.1173,0.28935,0.4113,0.2997,0.181029863,0.404492312,0.308683352,0.457472519,0.669551602,0.656641294,0.771153638,0.907794444,0.998256944,0.904144444,-0.931690929,0.931690929
3246,33864.74,0.0395,0.036,0.020333333,0.040333333,0.019666667,0.041,0.03825,0.041333333,0.035,0.3447,0.1338,0.1458,0.1299,0.108,0.111,0.1002,0.1053,0.3057,0.4473,0.3513,0.2322,0.2673,0.2886,0.1377,0.28455,0.3813,0.2862,0.179384452,0.39746759,0.308036121,0.453654944,0.651089167,0.906721359,0.760698357,0.948833333,1,0.955280556,-0.931690929,0.931690929
3247,36300.64,0.1455,0.167666667,0.062333333,0.153,0.068333333,0.175,0.1535,0.188666667,0.142,0.3507,0.1581,0.1584,0.1269,0.1026,0.1119,0.1038,0.0921,0.2874,0.441,0.3702,0.2358,0.279,0.2826,0.1635,0.2925,0.3711,0.2745,0.177596498,0.390199661,0.307838534,0.447024589,0.630020912,0.865026286,0.411156338,0.694644444,0.659044444,0.640541111,-0.931690929,0.931690929
3248,38305.59,0.306,0.347666667,0.111333333,0.321333333,0.137333333,0.358,0.31525,0.369666667,0.275,0.3744,0.1932,0.1761,0.1464,0.1212,0.1473,0.1398,0.1155,0.2832,0.4539,0.3951,0.2745,0.2997,0.306,0.1845,0.3231,0.3897,0.2646,0.176372818,0.382974389,0.308449374,0.439516502,0.611432487,0.550368592,0.081076248,0.187045556,0.106370069,0.171712667,-0.737961926,0.737961926
3249,39460.27,0.459,0.514333333,0.172333333,0.497666667,0.258666667,0.522,0.465,0.530333333,0.396333333,0.4038,0.2034,0.2274,0.1623,0.1368,0.1737,0.1707,0.15,0.3063,0.4737,0.4227,0.3582,0.3141,0.3204,0.1926,0.34185,0.4176,0.2817,0.175533778,0.375855158,0.312876303,0.433274751,0.600468577,0.067171671,0.123330555,0.017620333,0.111117431,0.051650716,-0.737961926,0.737961926
3250,39645.64,0.5805,0.647,0.214333333,0.641333333,0.39,0.648333333,0.5865,0.648,0.504666667,0.4404,0.2049,0.2517,0.1731,0.1536,0.2031,0.2037,0.1767,0.3174,0.4989,0.4548,0.45,0.333,0.3366,0.1947,0.3564,0.4689,0.3042,0.174205319,0.369013947,0.320671867,0.423659646,0.592125714,0.058813254,0.777371714,0.328651111,0.850111111,0.462015056,-0.931690929,0.931690929
3251,39514.94,0.666,0.737666667,0.309,0.736,0.542,0.732,0.6745,0.722333333,0.584333333,0.4626,0.2142,0.249,0.1908,0.1758,0.2322,0.2328,0.1995,0.3237,0.5193,0.4812,0.5211,0.3564,0.3672,0.1995,0.3723,0.5133,0.3303,0.172455516,0.362634849,0.329151201,0.454777762,0.621827099,0.583934951,1,0.924038889,1,0.898655556,-0.931690929,0.931690929
3252,39291.4,0.7105,0.786,0.478333333,0.787333333,0.665666667,0.773666667,0.72675,0.758666667,0.624,0.4653,0.2277,0.2433,0.2106,0.1953,0.2499,0.2556,0.207,0.3318,0.5226,0.4998,0.5436,0.3771,0.3954,0.2154,0.39135,0.5313,0.3573,0.172064035,0.356626126,0.334001913,0.430945606,0.607781045,0.995600324,1,0.999994444,0.888743056,0.906755556,-0.931690929,0.931690929
3253,39009.61,0.7,0.792666667,0.577666667,0.796,0.722333333,0.774333333,0.7365,0.741,0.632,0.465,0.246,0.2388,0.2274,0.2058,0.2592,0.2742,0.1926,0.3336,0.5172,0.5115,0.5274,0.3816,0.4068,0.2478,0.40755,0.5439,0.4005,0.172036762,0.349940046,0.333243813,0.410633576,0.594103842,0.99616699,0.866198005,0.726244444,0.346954861,0.649091944,-0.931690929,0.931690929
3254,38656.86,0.627,0.756333333,0.619333333,0.761333333,0.721333333,0.735666667,0.70125,0.677666667,0.603,0.4638,0.2628,0.2271,0.2325,0.2067,0.2658,0.291,0.1623,0.3261,0.5079,0.5196,0.4788,0.3825,0.4095,0.2934,0.4323,0.5598,0.4527,0.171244816,0.342935085,0.329518196,0.400560754,0.583008703,0.849895049,0.283861952,0.252801111,0.046043632,0.281420833,-0.931690929,0.931690929
3255,38500.88,0.5885,0.679666667,0.583666667,0.683333333,0.662666667,0.655666667,0.621,0.627,0.535,0.4635,0.2727,0.2133,0.2295,0.2034,0.2748,0.2985,0.129,0.3093,0.5031,0.5271,0.4257,0.3843,0.4101,0.3486,0.4659,0.5724,0.4914,0.17259487,0.336184056,0.31834589,0.39171472,0.572600294,0.425958058,0.021916828,0.042325667,0.018157074,0.050833718,-0.931690929,0.931690929
3256,38423.04,0.485,0.56,0.497666667,0.563333333,0.556,0.534,0.4995,0.500666667,0.431333333,0.4644,0.2712,0.204,0.2271,0.2076,0.282,0.2976,0.1062,0.2895,0.5034,0.5334,0.3834,0.3888,0.4146,0.3996,0.4836,0.5952,0.5247,0.175548318,0.329855932,0.307859085,0.379307821,0.560732698,0.081644815,0.244748549,0.300973333,0.374635417,0.344472261,-0.931690929,0.931690929
3257,38526.38,0.316,0.402333333,0.370666667,0.405666667,0.404666667,0.374,0.339,0.334333333,0.29,0.4641,0.264,0.1959,0.2268,0.216,0.2862,0.2931,0.0921,0.2679,0.501,0.5262,0.3609,0.3726,0.4029,0.438,0.4857,0.612,0.5472,0.175865231,0.323922931,0.301724242,0.365109214,0.549144032,0.428804095,0.818672535,0.882027778,0.975930556,0.751380833,-0.931690929,0.931690929
3258,38643.71,0.1975,0.223333333,0.224333333,0.225,0.233333333,0.193333333,0.1675,0.155,0.147,0.459,0.2562,0.1704,0.2298,0.2274,0.2775,0.2763,0.0843,0.2355,0.4944,0.5079,0.3357,0.3312,0.3729,0.4725,0.49605,0.6213,0.549,0.175369898,0.317676543,0.295646268,0.351693361,0.538125558,0.887576699,0.996796948,1,1,1,-0.737961926,0.737961926
3259,38365.97,0.077,0.06,0.091333333,0.060333333,0.081666667,0.042333333,0.05325,0.034666667,0.047,0.4497,0.2445,0.1257,0.2178,0.2259,0.2292,0.2424,0.0963,0.1983,0.4836,0.4833,0.2745,0.2808,0.3189,0.492,0.5112,0.6246,0.5238,0.176332354,0.311387996,0.288299798,0.342260561,0.527548674,0.894652039,0.846599531,0.988538889,0.996180556,0.866033333,-0.737961926,0.737961926
3260,37167.34,0.0255,0.021,0.029666667,0.020333333,0.025333333,0.012333333,0.0095,0.003333333,0.004666667,0.4269,0.2079,0.1131,0.1944,0.2493,0.1962,0.2664,0.1503,0.174,0.4578,0.45,0.2079,0.2376,0.2766,0.4998,0.53385,0.6324,0.513,0.175291913,0.305317722,0.280651474,0.333897714,0.515992372,0.882690481,0.377315575,0.555499444,0.478044444,0.410982222,-0.931690929,0.931690929
3261,35341.52,0,0,0,0,0,0,0,0,0,0.423,0.1929,0.1581,0.2016,0.2919,0.2187,0.2856,0.2307,0.1644,0.447,0.4257,0.1701,0.2232,0.2751,0.4968,0.5325,0.6357,0.5175,0.17097973,0.298856138,0.272113476,0.328002667,0.505655689,0.393236718,0.06812951,0.057033722,0.030624028,0.049228614,-0.931690929,0.931690929
3262,33142.54,0,0,0,0,0,0,0,0,0,0.4152,0.1809,0.2409,0.1959,0.2766,0.2244,0.2667,0.2607,0.1617,0.4296,0.3957,0.1944,0.2178,0.2625,0.495,0.50685,0.5856,0.5049,0.164744653,0.292301443,0.263754103,0.306722686,0.518151025,0.021753773,0.389338439,0.115578667,0.492177778,0.273299383,-0.931690929,0.931690929
3263,30902.52,0,0,0,0,0,0,0,0,0,0.3945,0.1653,0.3267,0.1809,0.2475,0.2175,0.252,0.2403,0.1758,0.4005,0.3582,0.288,0.2106,0.2376,0.5043,0.4953,0.54,0.4887,0.158503039,0.285538501,0.255723822,0.299943761,0.517800164,0.158866464,0.988415258,0.727044444,1,0.812283611,-0.931690929,0.931690929
3264,29060.47,0,0,0,0,0,0,0,0,0,0.3636,0.1524,0.3909,0.1551,0.2244,0.2091,0.2418,0.216,0.1968,0.3708,0.3204,0.4266,0.207,0.2166,0.5259,0.5016,0.5073,0.4698,0.152244725,0.278382198,0.248036322,0.306733444,0.518283662,0.78863932,1,1,0.997777778,0.991486111,-0.931690929,0.931690929
3265,28096.33,0,0,0,0,0,0,0,0,0,0.3309,0.1377,0.3735,0.1221,0.2202,0.2088,0.2238,0.2007,0.2133,0.3486,0.2823,0.5355,0.2106,0.2076,0.5397,0.50475,0.5067,0.4662,0.146385536,0.270992407,0.240672542,0.316990592,0.517286452,0.997648706,0.976642019,0.927994444,0.591238889,0.775047222,-0.931690929,0.931690929
3266,27521.53,0,0,0,0,0,0,0,0,0,0.3,0.1308,0.2985,0.0993,0.2181,0.2154,0.2172,0.1968,0.2139,0.3405,0.2559,0.5877,0.2214,0.2073,0.5487,0.51585,0.5214,0.4626,0.140900374,0.263450894,0.234268236,0.324311771,0.51348986,0.902079126,0.503400235,0.461585556,0.14208125,0.4771375,-0.931690929,0.931690929
3267,27288.42,0,0,0,0,0,0,0,0,0,0.264,0.1248,0.2406,0.0888,0.2205,0.2223,0.2565,0.2019,0.2052,0.3306,0.234,0.5868,0.2439,0.2265,0.5457,0.5367,0.5277,0.441,0.134914792,0.256126496,0.228081858,0.327775793,0.505926923,0.578811019,0.065324007,0.083054,0.005672016,0.11352552,-0.931690929,0.931690929
3268,27665.51,0,0,0,0,0,0,0,0,0,0.2256,0.1164,0.2133,0.0927,0.2094,0.201,0.2772,0.1971,0.1926,0.3156,0.219,0.4959,0.2691,0.2547,0.5316,0.53325,0.5208,0.4185,0.129089803,0.248944908,0.222392415,0.327753912,0.494748479,0.10658278,0.077426479,0.130108889,0.148500278,0.157898689,-0.931690929,0.931690929
3269,29381.08,0.008,0.009,0.002666667,0.006333333,0.002333333,0.004666667,0.00125,0.001,0,0.1914,0.0987,0.1995,0.1035,0.1938,0.1821,0.2553,0.1815,0.1794,0.2937,0.2127,0.4194,0.2952,0.2823,0.5127,0.507,0.5271,0.4032,0.12456821,0.242210924,0.217940194,0.323339892,0.480596987,0.214402545,0.571377066,0.705738889,0.807729167,0.644400556,-0.931690929,0.931690929
3270,32021.54,0.036,0.046666667,0.037333333,0.046333333,0.04,0.046666667,0.03825,0.020333333,0.020666667,0.1581,0.0717,0.1728,0.0981,0.1476,0.1668,0.213,0.1668,0.1629,0.2607,0.2145,0.351,0.3258,0.2982,0.4887,0.4776,0.5274,0.3555,0.121378646,0.236229334,0.213925284,0.317164607,0.460314384,0.812580421,0.956325117,1,1,0.983722222,-0.931690929,0.931690929
3271,34983.65,0.1475,0.152333333,0.132,0.144666667,0.117,0.163,0.119,0.055666667,0.071333333,0.1368,0.0486,0.1407,0.0777,0.1182,0.1656,0.2079,0.1548,0.1491,0.2334,0.2202,0.2853,0.3402,0.2892,0.4617,0.46245,0.5109,0.324,0.119529354,0.231314504,0.210543003,0.308081442,0.442613726,0.906519903,0.895841549,1,1,0.973422222,-0.931690929,0.931690929
