Period,Demand,PV_Z1,PV_Z2,PV_Z3,PV_Z4,PV_Z5,PV_Z6,PV_Z7,PV_Z8,PV_Z9,W_On_Z1,W_On_Z2,W_On_Z3,W_On_Z4,W_On_Z5,W_On_Z6,W_On_Z7,W_On_Z8,W_On_Z9,W_Off_Z1,W_Off_Z2,W_Off_Z3,W_Off_Z4,W_Off_Z5,W_Off_Z6,W_Off_Z7,W_Off_Z8,W_Off_Z9,Z1_wave,Z2_wave,Z3_wave,Z8_wave,Z9_wave,Z1_tidal,Z3_tidal,Z5_tidal,Z7_tidal,Z9_tidal,DSR_min,DSR_max
253,49303.06,0.1945,0.297666667,0.071666667,0.304333333,0.129,0.093,0.1575,0.091333333,0.121333333,0.3189,0.2796,0.1704,0.1593,0.1281,0.1443,0.1194,0.1407,0.2499,0.5496,0.4851,0.3951,0.3537,0.3222,0.7779,0.4263,0.5709,0.1647,0.81968496,0.705368359,0.341716321,0.139396504,0.251297815,0.310914031,0.06793865,0.184793889,0.133678194,0.164278889,-1,1
254,49108.37,0.132,0.223,0.039666667,0.262666667,0.077,0.087333333,0.13575,0.092333333,0.126666667,0.3018,0.2844,0.2052,0.1647,0.1323,0.1467,0.1275,0.1452,0.2478,0.5406,0.4467,0.4644,0.3366,0.3417,0.7521,0.43545,0.5709,0.153,0.818310604,0.705401268,0.348671333,0.138591285,0.253925447,0.068008212,0.03461585,0.028220828,0.008583792,0.020919381,-1,1
255,49329.67,0.0485,0.104666667,0.020666667,0.142333333,0.029333333,0.058333333,0.08525,0.039666667,0.094,0.2916,0.3072,0.2469,0.1941,0.1557,0.1743,0.1437,0.1503,0.2388,0.5352,0.4485,0.5292,0.3807,0.4038,0.717,0.4413,0.5745,0.1458,0.823400976,0.71180034,0.356607146,0.138456834,0.255743044,0.010617319,0.203081397,0.043005,0.111452222,0.091541461,-1,1
256,49967.25,0.0015,0.008666667,0.003,0.017666667,0.003,0.011333333,0.02075,0.004333333,0.022333333,0.2871,0.3498,0.297,0.2406,0.2022,0.2166,0.1704,0.1605,0.2337,0.5334,0.465,0.5616,0.4158,0.4458,0.6669,0.43635,0.5613,0.1647,0.835068167,0.727841325,0.369711519,0.139624659,0.256343902,0.125191701,0.597561972,0.277522222,0.455963194,0.397768611,-1,1
257,50366.02,0,0,0,0,0,0,0,0,0,0.2868,0.3789,0.3231,0.2628,0.2457,0.2559,0.1956,0.1698,0.2427,0.5283,0.4833,0.5499,0.4464,0.4794,0.621,0.43545,0.543,0.1998,0.843172066,0.75268079,0.382579643,0.141396119,0.256916889,0.454523301,0.690297066,0.417561111,0.489764583,0.510530556,-1,1
258,50687.83,0,0,0,0,0,0,0,0,0,0.2862,0.4095,0.3225,0.2472,0.285,0.2778,0.2226,0.1818,0.2544,0.5376,0.4701,0.5697,0.4599,0.4833,0.597,0.4542,0.5256,0.2412,0.847661411,0.776216475,0.391278586,0.143761276,0.258119439,0.579902233,0.44175493,0.367795556,0.241029167,0.343788333,-0.806270997,0.806270997
259,50292.05,0,0,0,0,0,0,0,0,0,0.3099,0.4464,0.3192,0.2502,0.3096,0.2811,0.234,0.1923,0.273,0.573,0.4587,0.6714,0.4482,0.465,0.5751,0.4641,0.5103,0.2763,0.847829664,0.799797137,0.403553957,0.145213975,0.259625851,0.525747492,0.184917441,0.205907778,0.065828542,0.156580944,-0.806270997,0.806270997
260,48304.22,0,0,0,0,0,0,0,0,0,0.3741,0.4734,0.39,0.2886,0.3042,0.2976,0.2373,0.1926,0.2754,0.6402,0.4893,0.747,0.4644,0.4869,0.5421,0.46455,0.4869,0.3078,0.847829664,0.825347563,0.420371613,0.148037675,0.261183032,0.297429735,0.036652438,0.043703056,0.002996986,0.028996278,-1,1
261,45683.87,0,0,0,0,0,0,0,0,0,0.5082,0.4977,0.468,0.3456,0.3306,0.3345,0.2469,0.207,0.2676,0.7281,0.531,0.7956,0.5175,0.5343,0.4908,0.4524,0.4692,0.3186,0.847829664,0.840073497,0.452309602,0.152805147,0.263267338,0.055275279,0.015370224,0.050211722,0.035228208,0.030649522,-1,1
262,43220.67,0,0,0,0,0,0,0,0,0,0.6291,0.5616,0.5922,0.3822,0.3948,0.3705,0.2631,0.2121,0.2592,0.7995,0.6291,0.8307,0.585,0.5895,0.4683,0.4473,0.4362,0.2988,0.847829664,0.844103232,0.505977965,0.10911618,0.25708076,0.012196308,0.12558831,0.313325,0.222958333,0.26009875,-1,1
263,41037.93,0,0,0,0,0,0,0,0,0,0.7122,0.6741,0.6714,0.4998,0.5223,0.4065,0.2853,0.2112,0.255,0.834,0.7395,0.8559,0.6876,0.6924,0.5196,0.4779,0.4092,0.2781,0.847829664,0.847194181,0.586732637,0.11992057,0.2598276,0.136579464,0.294097183,0.543038889,0.472604167,0.565666111,-1,1
264,39446.46,0,0,0,0,0,0,0,0,0,0.7812,0.7446,0.705,0.6351,0.5925,0.4482,0.3033,0.2136,0.2622,0.8562,0.8184,0.8532,0.7866,0.8085,0.5991,0.51855,0.4062,0.279,0.847829664,0.84782857,0.683918632,0.142961015,0.265219445,0.400598058,0.280909272,0.427661111,0.508208333,0.467907778,-1,1
265,38508.17,0,0,0,0,0,0,0,0,0,0.7899,0.7689,0.705,0.6705,0.6063,0.4995,0.3159,0.2391,0.2871,0.8664,0.8592,0.8496,0.837,0.8424,0.6681,0.5814,0.4203,0.2853,0.847829664,0.847829664,0.770697577,0.159818219,0.270213782,0.402920405,0.154281244,0.256940556,0.251545139,0.214059167,-1,1
266,37834.22,0,0,0,0,0,0,0,0,0,0.7947,0.7728,0.699,0.6924,0.6582,0.5778,0.336,0.2721,0.3294,0.8691,0.8727,0.8469,0.8541,0.8529,0.7284,0.6342,0.4548,0.3132,0.847829664,0.847829664,0.819691322,0.174846252,0.27556415,0.164346206,0.055783262,0.087533889,0.037236458,0.041755083,-1,1
267,37099.72,0,0,0,0,0,0,0,0,0,0.8016,0.7791,0.6927,0.6768,0.6708,0.6372,0.3387,0.3027,0.3669,0.87,0.8793,0.8523,0.8649,0.8559,0.8082,0.6564,0.5175,0.3699,0.847829664,0.847829664,0.841428372,0.219967187,0.290545222,0.031585061,0.049256506,0.007917539,0.017932944,0.026557242,-1,1
268,36453.21,0,0,0,0,0,0,0,0,0,0.8031,0.7758,0.6891,0.6789,0.6468,0.6564,0.3849,0.3234,0.4191,0.8697,0.879,0.8496,0.8577,0.8394,0.8397,0.71175,0.5847,0.4329,0.847829664,0.847829664,0.847506868,0.234250667,0.305005671,0.011814008,0.228022007,0.116497778,0.197777083,0.2352125,-1,1
269,36177.36,0,0,0,0,0,0,0,0,0,0.8085,0.7656,0.6822,0.6714,0.6192,0.6276,0.4614,0.4116,0.4842,0.8715,0.873,0.8451,0.8361,0.8205,0.8505,0.75015,0.6357,0.4914,0.847829664,0.847829664,0.847821587,0.237148571,0.322867655,0.086586028,0.443300235,0.291142778,0.368301389,0.480750556,-1,1
270,36348.03,0,0,0,0,0,0,0,0,0,0.8127,0.7626,0.6831,0.6408,0.6063,0.6123,0.4743,0.4344,0.5337,0.8724,0.8673,0.8478,0.8154,0.7968,0.8664,0.7638,0.6774,0.5625,0.847829664,0.847829664,0.847829664,0.274249631,0.372097629,0.208472961,0.380653521,0.302999444,0.243218056,0.395095,-1,1
271,37141.18,0,0,0,0,0,0,0,0,0,0.8169,0.7572,0.6933,0.6372,0.6117,0.6063,0.5112,0.4542,0.5406,0.8715,0.8592,0.846,0.7956,0.7755,0.8742,0.77805,0.7314,0.6012,0.847829664,0.847829664,0.847829664,0.306125496,0.398489263,0.254134854,0.18967561,0.214402778,0.086484028,0.202530556,-1,1
272,38474.58,0,0,0,0,0,0,0,0,0,0.8184,0.7599,0.7083,0.6561,0.621,0.6054,0.5133,0.4647,0.5667,0.8715,0.8541,0.8487,0.7866,0.7698,0.8652,0.78465,0.744,0.5976,0.847829664,0.847829664,0.847829664,0.328695941,0.429332747,0.166031731,0.045768142,0.070797333,0.009853615,0.054582694,-1,1
273,40106.2,0,0,0,0,0,0,0,0.000333333,0.001333333,0.8154,0.7581,0.7083,0.6756,0.6324,0.6108,0.5085,0.4521,0.5718,0.8709,0.8544,0.8406,0.7911,0.7788,0.8568,0.78885,0.7575,0.6336,0.847829664,0.847829664,0.847829664,0.356249734,0.455695859,0.03647242,0.00508866,0.019295778,0.009132527,0.010876886,-1,1
274,41662.09,0.0055,0.022,0.007666667,0.007666667,0.012666667,0.006666667,0.0165,0.007,0.012333333,0.822,0.7617,0.6789,0.6933,0.6243,0.6276,0.5088,0.447,0.5751,0.8709,0.8586,0.8109,0.8019,0.7917,0.8517,0.7863,0.7737,0.6399,0.847829664,0.847829664,0.847829664,0.377302154,0.475579509,0.005312118,0.050290688,0.153268889,0.114559028,0.12213075,-1,1
275,43007.03,0.0205,0.061,0.019666667,0.038333333,0.026666667,0.019666667,0.0485,0.02,0.035666667,0.8133,0.7521,0.6345,0.6963,0.6228,0.6357,0.5133,0.4497,0.5871,0.8652,0.8619,0.801,0.8172,0.804,0.8496,0.7791,0.7857,0.6885,0.847829664,0.847829664,0.847829664,0.389636016,0.506345293,0.081164866,0.156067371,0.391726667,0.311102778,0.419913889,-1,1
276,43819.34,0.0335,0.068333333,0.016,0.057,0.028333333,0.045333333,0.07225,0.033333333,0.057,0.7944,0.7293,0.6378,0.6828,0.6219,0.6525,0.5112,0.4479,0.6072,0.8544,0.8631,0.8334,0.8253,0.8109,0.852,0.7776,0.7791,0.7146,0.847829664,0.847829664,0.847829664,0.391726934,0.537234644,0.300509757,0.17758662,0.378819444,0.41274375,0.481886111,-1,1
277,44087.29,0.055,0.076666667,0.006666667,0.057,0.011666667,0.063,0.059,0.033333333,0.062666667,0.7758,0.7017,0.7137,0.6504,0.6216,0.6642,0.5127,0.4269,0.5934,0.8397,0.8586,0.8685,0.8199,0.8064,0.8577,0.77805,0.7707,0.7074,0.847829664,0.847829664,0.847829664,0.393040536,0.563566029,0.37184788,0.100556162,0.236508889,0.263730556,0.276750278,-1,1
278,43981.73,0.0505,0.061333333,0.005333333,0.05,0.005666667,0.044666667,0.03275,0.040333333,0.055,0.7467,0.6873,0.7809,0.6438,0.6408,0.6561,0.5178,0.414,0.5886,0.8163,0.846,0.8775,0.7974,0.7911,0.8667,0.77865,0.7731,0.7182,0.847829664,0.847829664,0.847829664,0.39038824,0.572929453,0.163988566,0.032570558,0.107115556,0.055449236,0.078235667,-1,1
279,44054.89,0.016,0.038666667,0.006666667,0.036666667,0.005666667,0.02,0.017,0.030333333,0.028666667,0.6912,0.6849,0.804,0.6582,0.6744,0.6492,0.5253,0.4041,0.5739,0.7755,0.8175,0.8784,0.7524,0.7605,0.8715,0.79455,0.7728,0.6912,0.847829664,0.847829664,0.847829664,0.383131741,0.5763199,0.028615251,0.035784819,0.010412517,0.007131403,0.011911169,-1,1
280,44553.46,0,0.001333333,0.000666667,0.002333333,0.000333333,0.001666667,0.00225,0.004,0.007333333,0.636,0.6678,0.7998,0.657,0.6807,0.657,0.543,0.4137,0.5526,0.7449,0.7578,0.873,0.6804,0.7146,0.8676,0.8061,0.7743,0.6822,0.847829664,0.847829664,0.847829664,0.372211837,0.589077683,0.01186614,0.213586279,0.058839611,0.130098681,0.107371056,-1,1
281,45237.38,0,0,0,0,0,0,0,0,0,0.5949,0.6618,0.7824,0.6618,0.6843,0.6534,0.5583,0.4557,0.5565,0.7281,0.6927,0.8667,0.6129,0.6765,0.852,0.80535,0.7722,0.6876,0.847829664,0.847829664,0.847829664,0.371668712,0.60259446,0.129739883,0.486465376,0.244360556,0.365474306,0.331090278,-1,1
282,45731.13,0,0,0,0,0,0,0,0,0,0.5862,0.6825,0.7626,0.6579,0.6762,0.6633,0.597,0.4788,0.5604,0.7242,0.6681,0.8613,0.585,0.6726,0.8193,0.7803,0.7551,0.6759,0.847829664,0.847829664,0.847829664,0.374697441,0.613063634,0.356858883,0.474230164,0.310141667,0.326229861,0.350456944,-1,1
283,45585.69,0,0,0,0,0,0,0,0,0,0.5988,0.7056,0.7551,0.6561,0.6705,0.6786,0.6312,0.4956,0.5562,0.7455,0.6642,0.8631,0.6057,0.7065,0.7743,0.75285,0.7182,0.6669,0.847829664,0.847829664,0.847829664,0.381848041,0.615637895,0.446658819,0.276455282,0.257947222,0.150336806,0.216076944,-1,1
284,44018.72,0,0,0,0,0,0,0,0,0,0.6537,0.7422,0.765,0.6582,0.6843,0.6996,0.6414,0.5031,0.5547,0.7725,0.7197,0.8676,0.693,0.7584,0.7263,0.7524,0.6807,0.6498,0.847829664,0.847829664,0.847829664,0.465870252,0.66415574,0.389366392,0.103146514,0.124695,0.035874028,0.085433889,-1,1
285,40937.99,0,0,0,0,0,0,0,0,0,0.6939,0.7518,0.7584,0.6594,0.6804,0.7089,0.645,0.4983,0.5757,0.8235,0.7812,0.8667,0.7623,0.786,0.7035,0.7842,0.6708,0.6516,0.847829664,0.847829664,0.847829664,0.491727394,0.668898399,0.180967178,0.015699884,0.021747389,0.001253666,0.011772528,-1,1
286,37712.59,0,0,0,0,0,0,0,0,0,0.7119,0.7923,0.771,0.69,0.6774,0.7113,0.6327,0.5013,0.5958,0.8538,0.825,0.8739,0.7821,0.7914,0.6822,0.8016,0.7107,0.7002,0.847829664,0.847829664,0.847829664,0.503562717,0.668937956,0.02651918,0.01825577,0.062517611,0.041932222,0.03992188,-1,1
287,34749.89,0,0,0,0,0,0,0,0,0,0.7584,0.819,0.7971,0.7422,0.7071,0.7185,0.6219,0.4932,0.5883,0.8736,0.8559,0.8793,0.8109,0.8226,0.6804,0.79065,0.7791,0.7182,0.847829664,0.847829664,0.847829664,0.502885227,0.664094346,0.012881236,0.117958216,0.292498333,0.19789375,0.244855278,-1,1
288,32256.94,0,0,0,0,0,0,0,0,0,0.8106,0.8292,0.8091,0.777,0.7398,0.7347,0.6186,0.492,0.5796,0.8748,0.8682,0.8829,0.8397,0.8451,0.7455,0.7968,0.7782,0.7398,0.847829664,0.847829664,0.847829664,0.488661689,0.649839696,0.121175094,0.223514085,0.416755556,0.374102778,0.4256175,-1,1
289,30933.29,0,0,0,0,0,0,0,0,0,0.8379,0.8301,0.8181,0.7983,0.7665,0.7545,0.6324,0.5073,0.5901,0.8727,0.8778,0.8847,0.8568,0.8538,0.8049,0.81195,0.7824,0.7677,0.847829664,0.847829664,0.847829664,0.470096376,0.630036816,0.309166521,0.187839202,0.300804444,0.360396528,0.305418611,-1,1
290,30089.27,0,0,0,0,0,0,0,0,0,0.846,0.8286,0.819,0.8124,0.7878,0.7731,0.6657,0.5367,0.5841,0.8727,0.8787,0.8847,0.8586,0.8583,0.8448,0.83085,0.7818,0.7695,0.847829664,0.847829664,0.847829664,0.447903142,0.61729477,0.271190243,0.097645869,0.176010556,0.147904167,0.120940833,-1,1
291,29324.7,0,0,0,0,0,0,0,0,0,0.8508,0.8178,0.8211,0.8094,0.8073,0.7932,0.6891,0.5481,0.5829,0.8754,0.8793,0.8847,0.8604,0.861,0.8676,0.8466,0.8061,0.7641,0.847829664,0.847829664,0.847829664,0.48155368,0.702939104,0.106789591,0.03598646,0.048200611,0.015471382,0.018450844,-1,1
292,28665.91,0,0,0,0,0,0,0,0,0,0.8508,0.8118,0.816,0.7938,0.8073,0.7935,0.6975,0.5502,0.5889,0.8775,0.8787,0.8847,0.855,0.8535,0.8772,0.85875,0.8226,0.7731,0.847829664,0.847829664,0.847829664,0.487298095,0.704642973,0.021888947,0.049036617,0.009131806,0.023438347,0.032645047,-1,1
293,28351.27,0,0,0,0,0,0,0,0,0,0.8415,0.8256,0.8148,0.7833,0.8004,0.786,0.687,0.5544,0.624,0.8733,0.8772,0.8847,0.8514,0.8493,0.8805,0.8607,0.8442,0.7857,0.847829664,0.847829664,0.847829664,0.510960113,0.728859112,0.011121685,0.209917371,0.112404444,0.174060417,0.2141425,-1,1
294,28491.05,0,0,0,0,0,0,0,0,0,0.822,0.8433,0.8208,0.7914,0.798,0.7773,0.6846,0.549,0.6354,0.8718,0.8739,0.8847,0.8604,0.8634,0.8829,0.86025,0.8481,0.7839,0.847829664,0.847829664,0.847829664,0.518055491,0.743317389,0.067914052,0.351696831,0.224478889,0.268157639,0.354674722,-1,1
295,29256.33,0,0,0,0,0,0,0,0,0,0.789,0.8511,0.8262,0.81,0.7998,0.7797,0.6888,0.5637,0.6483,0.8712,0.8724,0.8847,0.8721,0.8733,0.8832,0.8643,0.846,0.7866,0.847829664,0.847829664,0.847829664,0.532094537,0.749757115,0.15446445,0.278808216,0.225033333,0.167595139,0.2646925,-1,1
296,31263.45,0,0,0,0,0,0,0,0,0,0.7608,0.8523,0.8268,0.8259,0.8007,0.7842,0.6885,0.5694,0.66,0.8724,0.8757,0.8847,0.8802,0.8793,0.8823,0.8631,0.8502,0.7938,0.847829664,0.847829664,0.847829664,0.552572514,0.767745169,0.189577945,0.134139261,0.152975,0.060120625,0.12929875,-1,1
297,33984.86,0,0,0,0,0,0.001666667,0.00275,0.010666667,0.007666667,0.7578,0.8424,0.8271,0.8244,0.8109,0.7962,0.6783,0.5601,0.6636,0.8733,0.8742,0.8847,0.8847,0.8844,0.882,0.8622,0.8523,0.8118,0.847829664,0.847829664,0.847829664,0.56811847,0.802495249,0.118702306,0.029641259,0.043102833,0.005756102,0.029965833,-1,1
298,36800.57,0.0105,0.038,0.013666667,0.071333333,0.016,0.034666667,0.04775,0.045666667,0.051,0.7716,0.8388,0.8349,0.8076,0.8184,0.8157,0.6921,0.5583,0.6738,0.8748,0.8754,0.8838,0.8829,0.8844,0.8841,0.86535,0.8583,0.828,0.847829664,0.847829664,0.847829664,0.581264067,0.82108982,0.024076888,0.003848594,0.019552222,0.009380694,0.010860261,-1,1
299,39514.44,0.039,0.128333333,0.072333333,0.221,0.063666667,0.053666667,0.095,0.084,0.083666667,0.7809,0.8235,0.8265,0.7851,0.8193,0.8307,0.7143,0.5691,0.7005,0.8745,0.8811,0.8847,0.8847,0.8823,0.8757,0.8718,0.8628,0.8298,0.847829664,0.847829664,0.847829664,0.668019445,0.838965177,0.004428013,0.039085978,0.14223,0.092664583,0.113994806,-1,1
300,41510.96,0.0495,0.175,0.127,0.289,0.135333333,0.049333333,0.09775,0.126333333,0.118666667,0.7818,0.8148,0.8199,0.7719,0.8049,0.8325,0.7491,0.6045,0.7329,0.8724,0.8832,0.8847,0.8838,0.8805,0.8637,0.8769,0.8691,0.8343,0.847829664,0.847829664,0.847829664,0.673500649,0.831956241,0.060395182,0.111306338,0.309029444,0.237864583,0.332957778,-1,1
301,42254.25,0.0605,0.165,0.138,0.271333333,0.175,0.063666667,0.06425,0.206,0.152,0.7623,0.8094,0.8208,0.7647,0.8025,0.8241,0.7641,0.6246,0.7503,0.8622,0.8835,0.8838,0.8829,0.879,0.8592,0.8772,0.8757,0.846,0.847829664,0.847829664,0.847829664,0.684011955,0.830708049,0.217663528,0.121575587,0.284515556,0.306402083,0.344733889,-1,1
302,42582.11,0.0585,0.125666667,0.110666667,0.195,0.16,0.103666667,0.04175,0.12,0.135,0.7158,0.7965,0.8211,0.7587,0.801,0.8208,0.7707,0.6537,0.7506,0.8325,0.882,0.8838,0.8829,0.8784,0.8637,0.87705,0.8805,0.8496,0.847829664,0.847829664,0.847829664,0.708856686,0.831499126,0.253856586,0.067454073,0.183870556,0.177888194,0.185771667,-1,1
303,43094.33,0.0185,0.057666667,0.066,0.094666667,0.085333333,0.099333333,0.02925,0.037666667,0.069666667,0.6486,0.7764,0.8184,0.7488,0.7974,0.8136,0.7776,0.6987,0.7401,0.7575,0.8742,0.8838,0.882,0.8754,0.8706,0.87825,0.8832,0.8424,0.847829664,0.847829664,0.847829664,0.719748334,0.835632574,0.11857853,0.023306749,0.086187333,0.035725917,0.0531613,-1,1
304,43972.53,0,0.004333333,0.010666667,0.01,0.018,0.019333333,0.0065,0.002333333,0.008666667,0.6009,0.744,0.8112,0.7389,0.7842,0.7998,0.7758,0.7161,0.7446,0.6549,0.8478,0.8838,0.8766,0.8679,0.8781,0.8799,0.8823,0.8424,0.847829664,0.847829664,0.847829664,0.713463043,0.841108169,0.027389235,0.02431683,0.010124917,0.004711931,0.008657043,-1,1
305,44769.72,0,0,0,0,0,0,0,0,0,0.5646,0.699,0.807,0.7266,0.7746,0.7893,0.7545,0.7119,0.7548,0.5691,0.7842,0.8847,0.8649,0.8589,0.8832,0.8781,0.8817,0.8388,0.847829664,0.847829664,0.847829664,0.695367317,0.843855768,0.006193946,0.146826761,0.038243722,0.086220208,0.070194606,-1,1
306,45223.09,0,0,0,0,0,0,0,0,0,0.5571,0.618,0.795,0.6963,0.7659,0.7776,0.7368,0.7092,0.7578,0.5478,0.6876,0.8838,0.8451,0.8454,0.8832,0.87645,0.8796,0.8163,0.847829664,0.847829664,0.847829664,0.673618784,0.843114745,0.075224049,0.352811854,0.174888333,0.264879167,0.232628611,-1,1
307,45013.61,0,0,0,0,0,0,0,0,0,0.5691,0.4401,0.7737,0.6447,0.7386,0.7581,0.7191,0.6849,0.7506,0.5676,0.627,0.882,0.8019,0.8172,0.8748,0.8736,0.8793,0.801,0.847829664,0.847829664,0.847829664,0.66053215,0.842665459,0.235677816,0.365138146,0.241826667,0.261525,0.263103333,-1,1
308,43576.94,0,0,0,0,0,0,0,0,0,0.5739,0.2655,0.7464,0.564,0.6981,0.7323,0.6954,0.6594,0.7413,0.5688,0.5877,0.8775,0.7047,0.7476,0.8475,0.86835,0.8757,0.7866,0.847829664,0.847829664,0.847829664,0.63852737,0.840382481,0.351860227,0.230782042,0.218417778,0.13689375,0.174052222,-1,1
309,41581.99,0,0,0,0,0,0,0,0,0,0.5568,0.1869,0.7269,0.4653,0.6579,0.6996,0.6702,0.6195,0.7191,0.5301,0.5307,0.873,0.5634,0.6321,0.8004,0.86145,0.8697,0.7605,0.847829664,0.847829664,0.847829664,0.623360046,0.838502742,0.342713058,0.093967359,0.112137778,0.038422292,0.073722028,-1,1
310,39531.08,0,0,0,0,0,0,0,0,0,0.5367,0.1641,0.7128,0.3825,0.6165,0.6672,0.6549,0.5913,0.6972,0.4869,0.4869,0.8685,0.4734,0.5319,0.7515,0.8541,0.8643,0.7335,0.847829664,0.847829664,0.847829664,0.605523655,0.836306298,0.171345879,0.015280594,0.020455111,0.001406257,0.010773831,-1,1
311,37693.91,0,0,0,0,0,0,0,0,0,0.5415,0.1437,0.6942,0.2883,0.5586,0.5991,0.645,0.5784,0.6777,0.4707,0.492,0.8658,0.4374,0.4422,0.6969,0.84465,0.861,0.7191,0.847829664,0.847829664,0.847829664,0.575243899,0.827206197,0.029264265,0.010846667,0.042399833,0.025332986,0.025010913,-1,1
312,36411.48,0,0,0,0,0,0,0,0,0,0.5523,0.1215,0.6852,0.213,0.5172,0.5616,0.6291,0.5661,0.6489,0.4593,0.5187,0.8667,0.4437,0.3927,0.6618,0.8244,0.8538,0.6858,0.847829664,0.847829664,0.847829664,0.537261234,0.809407799,0.007479564,0.082885516,0.213748333,0.141111111,0.172771361,-1,1
313,35600.93,0,0,0,0,0,0,0,0,0,0.5769,0.1089,0.669,0.1611,0.4764,0.5091,0.615,0.5505,0.6198,0.4719,0.5553,0.8658,0.4608,0.3627,0.6747,0.7938,0.8388,0.6867,0.847829664,0.847829664,0.847829664,0.503370341,0.790012214,0.081693401,0.173481573,0.331627222,0.298703472,0.325354167,-1,1
314,35022.11,0,0,0,0,0,0,0,0,0,0.5931,0.1041,0.6333,0.1272,0.4275,0.4599,0.6009,0.5244,0.5775,0.4764,0.5982,0.8532,0.4869,0.3495,0.693,0.76335,0.816,0.6903,0.847829664,0.847829664,0.847829664,0.469923989,0.772159848,0.251601926,0.159837559,0.260648889,0.314165278,0.249175833,-1,1
315,34762.63,0,0,0,0,0,0,0,0,0,0.5952,0.0966,0.5751,0.0942,0.3489,0.4017,0.5664,0.4896,0.5646,0.4614,0.6243,0.8289,0.5031,0.3219,0.7287,0.7374,0.8022,0.6903,0.847829664,0.847829664,0.847829664,0.438962389,0.75336647,0.258053608,0.092334789,0.166063889,0.141769444,0.108359167,-1,1
316,34685.71,0,0,0,0,0,0,0,0,0,0.5718,0.0855,0.4869,0.0666,0.2526,0.3489,0.5163,0.4584,0.5604,0.4215,0.6372,0.7839,0.531,0.3057,0.7734,0.71835,0.7971,0.6786,0.847829664,0.847829664,0.847829664,0.408248025,0.734506487,0.124794911,0.035031324,0.051993278,0.018466438,0.019088669,-1,1
317,35327.99,0,0,0,0,0,0,0,0,0,0.5286,0.0687,0.4047,0.0411,0.1821,0.2925,0.462,0.4146,0.5442,0.3741,0.6309,0.7281,0.5508,0.2892,0.8076,0.7014,0.7875,0.6705,0.847829664,0.847829664,0.847829664,0.377968967,0.71661626,0.034628719,0.034094081,0.005663578,0.013098035,0.018533766,-1,1
318,37426.67,0,0,0,0,0,0,0,0,0,0.4788,0.0615,0.3468,0.0207,0.1245,0.2433,0.4062,0.3873,0.5283,0.3387,0.5919,0.6732,0.5274,0.2439,0.8235,0.67875,0.7725,0.6624,0.847829664,0.847829664,0.847829664,0.354549329,0.695099288,0.007075699,0.160583451,0.075217556,0.123710417,0.144761056,-1,1
319,40355.15,0,0,0,0,0,0,0,0,0,0.4281,0.0645,0.3033,0.0105,0.0855,0.1947,0.36,0.3615,0.5064,0.3195,0.5304,0.6264,0.4824,0.1983,0.8304,0.63885,0.7455,0.6552,0.847829664,0.847829664,0.847829664,0.336254029,0.673158048,0.04350058,0.30299061,0.175067778,0.226982639,0.269021389,-1,1
320,43563.91,0,0,0,0,0,0,0,0,0,0.3849,0.0834,0.2865,0.0078,0.0597,0.1569,0.3117,0.3372,0.4788,0.3204,0.4596,0.5985,0.4077,0.1458,0.8328,0.6051,0.7086,0.6255,0.847829664,0.847829664,0.847829664,0.318665044,0.652280174,0.12662645,0.269851878,0.202112222,0.169189583,0.223050833,-0.806270997,0.806270997
321,46629.56,0,0,0,0,0,0.001333333,0.0045,0.018333333,0.032333333,0.3534,0.1281,0.2985,0.0186,0.054,0.1182,0.258,0.3099,0.4428,0.3324,0.3837,0.567,0.3042,0.0912,0.8295,0.5685,0.6552,0.6003,0.847829664,0.847829664,0.847829664,0.301031066,0.62963604,0.189803786,0.150314261,0.153965556,0.075071042,0.123895889,-0.806270997,0.806270997
322,48684.98,0.0295,0.047333333,0.016666667,0.057333333,0.028,0.034,0.07225,0.081333333,0.145333333,0.3513,0.2019,0.2985,0.0459,0.0693,0.0876,0.2046,0.2619,0.3858,0.3873,0.3315,0.5292,0.2079,0.0591,0.8202,0.5346,0.5859,0.5607,0.847829664,0.847829664,0.847829664,0.283657364,0.607194591,0.146694693,0.042105378,0.049867944,0.011057167,0.034939917,-1,1
323,49455.82,0.0715,0.125,0.053,0.124333333,0.087,0.106666667,0.1345,0.132666667,0.252333333,0.3711,0.2634,0.3075,0.0771,0.0852,0.0639,0.1692,0.2145,0.3342,0.4776,0.3552,0.5031,0.1629,0.0687,0.8031,0.50955,0.5409,0.5085,0.847829664,0.847829664,0.847829664,0.265726386,0.586194065,0.043413524,0.003232782,0.0141525,0.003271937,0.006172482,-1,1
324,49813.47,0.07,0.159666667,0.103666667,0.113666667,0.145666667,0.169333333,0.20675,0.219,0.341333333,0.3918,0.3042,0.2841,0.111,0.1005,0.0648,0.1554,0.1998,0.312,0.5781,0.3939,0.4761,0.1782,0.1092,0.7791,0.49935,0.5313,0.5319,0.847829664,0.847792526,0.847829664,0.252862891,0.569051898,0.003950669,0.020554702,0.095330556,0.054874931,0.070845756,-1,1
